# t x y vx vy E_kin E_pot E_total
4.79000 0.89613 0.44093 -0.71947 1.97516 2.20945 0.00001 2.20946
4.80000 0.88894 0.46069 -0.71936 1.97522 2.20948 0.00001 2.20949
4.81000 0.88174 0.48044 -0.71947 1.97516 2.20945 0.00009 2.20953
4.82000 0.87455 0.50019 -0.71983 1.97496 2.20932 0.00028 2.20960
4.83000 0.86734 0.51994 -0.72048 1.97459 2.20905 0.00063 2.20968
4.84000 0.86013 0.53968 -0.72144 1.97401 2.20861 0.00119 2.20979
4.85000 0.85291 0.55942 -0.72275 1.97319 2.20793 0.00200 2.20993
4.86000 0.84568 0.57914 -0.72442 1.97210 2.20698 0.00312 2.21010
4.87000 0.83842 0.59886 -0.72648 1.97069 2.20569 0.00460 2.21029
4.88000 0.83115 0.61855 -0.72895 1.96892 2.20401 0.00650 2.21051
4.89000 0.82384 0.63823 -0.73184 1.96677 2.20189 0.00888 2.21077
4.90000 0.81651 0.65789 -0.73518 1.96419 2.19926 0.01180 2.21106
4.91000 0.80914 0.67751 -0.73896 1.96114 2.19607 0.01531 2.21138
4.92000 0.80173 0.69711 -0.74320 1.95759 2.19225 0.01948 2.21173
4.93000 0.79427 0.71666 -0.74791 1.95349 2.18775 0.02436 2.21211
4.94000 0.78677 0.73617 -0.75309 1.94882 2.18252 0.03001 2.21253
4.95000 0.77921 0.75564 -0.75875 1.94352 2.17649 0.03649 2.21298
4.96000 0.77159 0.77504 -0.76488 1.93758 2.16963 0.04384 2.21346
4.97000 0.76391 0.79438 -0.77149 1.93094 2.16187 0.05211 2.21398
4.98000 0.75616 0.81366 -0.77856 1.92358 2.15317 0.06135 2.21452
4.99000 0.74833 0.83285 -0.78610 1.91547 2.14349 0.07160 2.21509
5.00000 0.74043 0.85196 -0.79410 1.90657 2.13280 0.08288 2.21569
5.01000 0.73245 0.87098 -0.80255 1.89685 2.12106 0.09525 2.21631
5.02000 0.72438 0.88990 -0.81143 1.88629 2.10825 0.10870 2.21696
5.03000 0.71622 0.90870 -0.82074 1.87485 2.09434 0.12328 2.21762
5.04000 0.70796 0.92739 -0.83046 1.86252 2.07932 0.13899 2.21832
5.05000 0.69961 0.94595 -0.84058 1.84927 2.06318 0.15585 2.21902
5.06000 0.69115 0.96437 -0.85107 1.83507 2.04591 0.17384 2.21975
5.07000 0.68258 0.98264 -0.86194 1.81992 2.02752 0.19298 2.22049
5.08000 0.67391 1.00076 -0.87314 1.80378 2.00801 0.21324 2.22125
5.09000 0.66512 1.01871 -0.88468 1.78665 1.98739 0.23462 2.22201
5.10000 0.65621 1.03649 -0.89652 1.76851 1.96570 0.25709 2.22278
5.11000 0.64719 1.05408 -0.90865 1.74936 1.94295 0.28062 2.22357
5.12000 0.63804 1.07147 -0.92105 1.72917 1.91917 0.30518 2.22435
5.13000 0.62876 1.08866 -0.93369 1.70794 1.89442 0.33073 2.22514
5.14000 0.61936 1.10563 -0.94655 1.68567 1.86872 0.35721 2.22593
5.15000 0.60983 1.12237 -0.95961 1.66235 1.84213 0.38459 2.22672
5.16000 0.60017 1.13887 -0.97285 1.63798 1.81471 0.41280 2.22751
5.17000 0.59037 1.15512 -0.98625 1.61256 1.78652 0.44177 2.22829
5.18000 0.58044 1.17111 -0.99978 1.58609 1.75762 0.47145 2.22907
5.19000 0.57038 1.18684 -1.01341 1.55858 1.72809 0.50175 2.22984
5.20000 0.56018 1.20228 -1.02714 1.53003 1.69800 0.53261 2.23060
5.21000 0.54984 1.21743 -1.04092 1.50044 1.66742 0.56393 2.23135
5.22000 0.53936 1.23228 -1.05474 1.46984 1.63645 0.59564 2.23209
5.23000 0.52874 1.24682 -1.06858 1.43822 1.60517 0.62765 2.23282
5.24000 0.51799 1.26104 -1.08241 1.40560 1.57367 0.65987 2.23354
5.25000 0.50709 1.27493 -1.09622 1.37200 1.54203 0.69220 2.23423
5.26000 0.49606 1.28848 -1.10997 1.33742 1.51037 0.72455 2.23492
5.27000 0.48489 1.30167 -1.12365 1.30190 1.47876 0.75682 2.23558
5.28000 0.47359 1.31451 -1.13723 1.26544 1.44731 0.78892 2.23623
5.29000 0.46215 1.32698 -1.15069 1.22807 1.41612 0.82074 2.23687
5.30000 0.45058 1.33907 -1.16402 1.18981 1.38529 0.85219 2.23748
5.31000 0.43887 1.35077 -1.17718 1.15068 1.35491 0.88317 2.23808
5.32000 0.42703 1.36208 -1.19017 1.11071 1.32509 0.91357 2.23865
5.33000 0.41507 1.37298 -1.20296 1.06992 1.29592 0.94329 2.23921
5.34000 0.40297 1.38347 -1.21553 1.02834 1.26750 0.97226 2.23975
5.35000 0.39076 1.39354 -1.22786 0.98601 1.23992 1.00035 2.24028
5.36000 0.37842 1.40319 -1.23993 0.94294 1.21329 1.02749 2.24078
5.37000 0.36596 1.41240 -1.25174 0.89917 1.18768 1.05359 2.24127
5.38000 0.35339 1.42117 -1.26325 0.85473 1.16319 1.07855 2.24174
5.39000 0.34070 1.42949 -1.27446 0.80966 1.13990 1.10229 2.24219
5.40000 0.32790 1.43736 -1.28534 0.76399 1.11789 1.12473 2.24263
5.41000 0.31499 1.44477 -1.29589 0.71775 1.09725 1.14580 2.24305
5.42000 0.30198 1.45171 -1.30609 0.67098 1.07804 1.16542 2.24346
5.43000 0.28887 1.45818 -1.31592 0.62371 1.06033 1.18352 2.24385
5.44000 0.27567 1.46418 -1.32538 0.57598 1.04419 1.20004 2.24424
5.45000 0.26237 1.46970 -1.33444 0.52784 1.02967 1.21493 2.24461
5.46000 0.24898 1.47474 -1.34310 0.47931 1.01684 1.22813 2.24497
5.47000 0.23551 1.47929 -1.35135 0.43044 1.00572 1.23960 2.24532
5.48000 0.22195 1.48335 -1.35918 0.38127 0.99637 1.24929 2.24567
5.49000 0.20832 1.48691 -1.36658 0.33184 0.98883 1.25718 2.24601
5.50000 0.19462 1.48998 -1.37354 0.28218 0.98312 1.26323 2.24634
5.51000 0.18086 1.49255 -1.38005 0.23234 0.97926 1.26741 2.24667
5.52000 0.16703 1.49463 -1.38610 0.18236 0.97727 1.26973 2.24700
5.53000 0.15314 1.49620 -1.39170 0.13227 0.97716 1.27016 2.24733
5.54000 0.13919 1.49727 -1.39683 0.08213 0.97894 1.26871 2.24765
5.55000 0.12520 1.49784 -1.40150 0.03198 0.98261 1.26538 2.24798
5.56000 0.11117 1.49791 -1.40569 -0.01815 0.98814 1.26018 2.24832
5.57000 0.09709 1.49748 -1.40940 -0.06822 0.99553 1.25312 2.24866
5.58000 0.08298 1.49655 -1.41264 -0.11818 1.00476 1.24424 2.24900
5.59000 0.06884 1.49512 -1.41540 -0.16798 1.01579 1.23356 2.24935
5.60000 0.05467 1.49319 -1.41769 -0.21760 1.02859 1.22112 2.24971
5.61000 0.04049 1.49077 -1.41950 -0.26699 1.04312 1.20696 2.25008
5.62000 0.02629 1.48785 -1.42083 -0.31610 1.05934 1.19112 2.25046
5.63000 0.01207 1.48445 -1.42169 -0.36490 1.07718 1.17368 2.25086
5.64000 -0.00214 1.48055 -1.42209 -0.41335 1.09659 1.15467 2.25126
5.65000 -0.01636 1.47618 -1.42202 -0.46141 1.11751 1.13417 2.25168
5.66000 -0.03058 1.47133 -1.42149 -0.50903 1.13987 1.11225 2.25212
5.67000 -0.04479 1.46600 -1.42051 -0.55618 1.16359 1.08898 2.25257
5.68000 -0.05899 1.46021 -1.41908 -0.60283 1.18860 1.06444 2.25304
5.69000 -0.07317 1.45395 -1.41722 -0.64893 1.21481 1.03872 2.25353
5.70000 -0.08733 1.44723 -1.41493 -0.69445 1.24215 1.01189 2.25404
5.71000 -0.10147 1.44006 -1.41222 -0.73936 1.27051 0.98405 2.25456
5.72000 -0.11557 1.43245 -1.40910 -0.78361 1.29981 0.95529 2.25510
5.73000 -0.12965 1.42439 -1.40559 -0.82718 1.32995 0.92571 2.25566
5.74000 -0.14368 1.41591 -1.40169 -0.87003 1.36084 0.89540 2.25624
5.75000 -0.15768 1.40700 -1.39741 -0.91213 1.39238 0.86447 2.25684
5.76000 -0.17163 1.39767 -1.39278 -0.95346 1.42446 0.83300 2.25746
5.77000 -0.18553 1.38793 -1.38781 -0.99397 1.45699 0.80111 2.25810
5.78000 -0.19939 1.37779 -1.38250 -1.03364 1.48987 0.76889 2.25876
5.79000 -0.21318 1.36726 -1.37689 -1.07245 1.52299 0.73645 2.25944
5.80000 -0.22692 1.35635 -1.37098 -1.11037 1.55625 0.70388 2.26013
5.81000 -0.24060 1.34506 -1.36478 -1.14738 1.58956 0.67128 2.26084
5.82000 -0.25422 1.33341 -1.35833 -1.18345 1.62281 0.63876 2.26156
5.83000 -0.26777 1.32140 -1.35164 -1.21856 1.65591 0.60640 2.26231
5.84000 -0.28125 1.30904 -1.34472 -1.25269 1.68875 0.57431 2.26306
5.85000 -0.29466 1.29635 -1.33760 -1.28582 1.72126 0.54257 2.26383
5.86000 -0.30800 1.28333 -1.33030 -1.31795 1.75334 0.51127 2.26461
5.87000 -0.32126 1.26999 -1.32284 -1.34904 1.78491 0.48049 2.26540
5.88000 -0.33446 1.25635 -1.31524 -1.37909 1.81587 0.45033 2.26620
5.89000 -0.34757 1.24242 -1.30752 -1.40809 1.84617 0.42084 2.26701
5.90000 -0.36060 1.22820 -1.29970 -1.43603 1.87571 0.39211 2.26782
5.91000 -0.37356 1.21370 -1.29181 -1.46290 1.90443 0.36420 2.26863
5.92000 -0.38644 1.19894 -1.28387 -1.48870 1.93228 0.33718 2.26945
5.93000 -0.39924 1.18393 -1.27591 -1.51341 1.95918 0.31109 2.27027
5.94000 -0.41196 1.16868 -1.26794 -1.53705 1.98509 0.28599 2.27109
5.95000 -0.42460 1.15320 -1.25998 -1.55961 2.00997 0.26193 2.27190
5.96000 -0.43716 1.13749 -1.25208 -1.58109 2.03376 0.23894 2.27270
5.97000 -0.44964 1.12158 -1.24423 -1.60149 2.05644 0.21706 2.27350
5.98000 -0.46204 1.10547 -1.23648 -1.62083 2.07799 0.19630 2.27429
5.99000 -0.47437 1.08917 -1.22884 -1.63911 2.09837 0.17670 2.27507
6.00000 -0.48662 1.07269 -1.22133 -1.65635 2.11757 0.15826 2.27583
6.01000 -0.49880 1.05605 -1.21398 -1.67255 2.13559 0.14099 2.27657
6.02000 -0.51090 1.03925 -1.20681 -1.68773 2.15242 0.12488 2.27730
6.03000 -0.52294 1.02230 -1.19984 -1.70191 2.16806 0.10994 2.27800
6.04000 -0.53490 1.00521 -1.19309 -1.71512 2.18254 0.09615 2.27869
6.05000 -0.54680 0.98800 -1.18657 -1.72736 2.19586 0.08349 2.27935
6.06000 -0.55863 0.97067 -1.18032 -1.73866 2.20805 0.07193 2.27998
6.07000 -0.57041 0.95323 -1.17433 -1.74906 2.21913 0.06145 2.28058
6.08000 -0.58212 0.93569 -1.16864 -1.75857 2.22915 0.05201 2.28116
6.09000 -0.59378 0.91806 -1.16325 -1.76723 2.23813 0.04357 2.28171
6.10000 -0.60539 0.90035 -1.15818 -1.77507 2.24613 0.03609 2.28222
6.11000 -0.61695 0.88257 -1.15344 -1.78212 2.25319 0.02951 2.28270
6.12000 -0.62846 0.86471 -1.14904 -1.78842 2.25937 0.02378 2.28315
6.13000 -0.63993 0.84680 -1.14499 -1.79400 2.26471 0.01885 2.28356
6.14000 -0.65136 0.82884 -1.14128 -1.79890 2.26928 0.01466 2.28394
6.15000 -0.66276 0.81083 -1.13794 -1.80315 2.27313 0.01115 2.28428
6.16000 -0.67412 0.79278 -1.13495 -1.80681 2.27634 0.00826 2.28459
6.17000 -0.68546 0.77469 -1.13232 -1.80991 2.27895 0.00592 2.28487
6.18000 -0.69677 0.75658 -1.13004 -1.81248 2.28104 0.00407 2.28511
6.19000 -0.70806 0.73845 -1.12810 -1.81458 2.28266 0.00266 2.28532
6.20000 -0.71933 0.72029 -1.12651 -1.81625 2.28389 0.00161 2.28550
6.21000 -0.73059 0.70212 -1.12524 -1.81752 2.28477 0.00088 2.28565
6.22000 -0.74184 0.68394 -1.12428 -1.81844 2.28536 0.00041 2.28577
6.23000 -0.75308 0.66576 -1.12362 -1.81905 2.28573 0.00013 2.28586
6.24000 -0.76431 0.64756 -1.12323 -1.81939 2.28592 0.00002 2.28593
6.25000 -0.77554 0.62937 -1.12310 -1.81951 2.28597 0.00001 2.28598
6.26000 -0.78677 0.61118 -1.12319 -1.81943 2.28594 0.00007 2.28601
6.27000 -0.79801 0.59298 -1.12348 -1.81920 2.28585 0.00017 2.28602
6.28000 -0.80925 0.57479 -1.12395 -1.81885 2.28575 0.00027 2.28602
6.29000 -0.82049 0.55661 -1.12455 -1.81843 2.28565 0.00036 2.28601
6.30000 -0.83174 0.53842 -1.12526 -1.81795 2.28557 0.00042 2.28599
6.31000 -0.84299 0.52025 -1.12603 -1.81745 2.28553 0.00044 2.28597
6.32000 -0.85426 0.50207 -1.12683 -1.81695 2.28553 0.00042 2.28595
6.33000 -0.86553 0.48391 -1.12762 -1.81649 2.28558 0.00035 2.28593
6.34000 -0.87681 0.46574 -1.12835 -1.81608 2.28566 0.00026 2.28592
6.35000 -0.88810 0.44759 -1.12898 -1.81575 2.28577 0.00015 2.28592
6.36000 -0.89939 0.42943 -1.12947 -1.81550 2.28587 0.00006 2.28593
6.37000 -0.91068 0.41128 -1.12977 -1.81535 2.28595 0.00000 2.28595
6.38000 -0.92198 0.39312 -1.12984 -1.81532 2.28597 0.00003 2.28600
6.39000 -0.93328 0.37497 -1.12963 -1.81541 2.28590 0.00017 2.28607
6.40000 -0.94457 0.35681 -1.12909 -1.81563 2.28568 0.00047 2.28616
6.41000 -0.95586 0.33865 -1.12818 -1.81597 2.28528 0.00099 2.28627
6.42000 -0.96714 0.32049 -1.12686 -1.81644 2.28464 0.00178 2.28642
6.43000 -0.97840 0.30233 -1.12507 -1.81704 2.28370 0.00289 2.28659
6.44000 -0.98963 0.28415 -1.12277 -1.81775 2.28241 0.00439 2.28680
6.45000 -1.00085 0.26597 -1.11992 -1.81856 2.28070 0.00633 2.28703
6.46000 -1.01203 0.24778 -1.11649 -1.81948 2.27852 0.00879 2.28731
6.47000 -1.02317 0.22958 -1.11241 -1.82047 2.27580 0.01182 2.28761
6.48000 -1.03427 0.21137 -1.10767 -1.82154 2.27247 0.01549 2.28795
6.49000 -1.04532 0.19315 -1.10222 -1.82265 2.26847 0.01986 2.28833
6.50000 -1.05632 0.17492 -1.09602 -1.82380 2.26375 0.02499 2.28874
6.51000 -1.06724 0.15667 -1.08905 -1.82495 2.25824 0.03095 2.28919
6.52000 -1.07809 0.13842 -1.08126 -1.82610 2.25188 0.03779 2.28967
6.53000 -1.08886 0.12015 -1.07264 -1.82720 2.24461 0.04557 2.29018
6.54000 -1.09954 0.10187 -1.06315 -1.82825 2.23639 0.05434 2.29073
6.55000 -1.11012 0.08359 -1.05277 -1.82921 2.22717 0.06414 2.29131
6.56000 -1.12059 0.06529 -1.04147 -1.83006 2.21690 0.07502 2.29192
6.57000 -1.13094 0.04699 -1.02924 -1.83077 2.20554 0.08702 2.29256
6.58000 -1.14117 0.02868 -1.01606 -1.83132 2.19306 0.10016 2.29322
6.59000 -1.15126 0.01036 -1.00192 -1.83168 2.17944 0.11447 2.29391
6.60000 -1.16120 -0.00796 -0.98679 -1.83181 2.16464 0.12998 2.29462
6.61000 -1.17099 -0.02627 -0.97066 -1.83170 2.14866 0.14670 2.29536
6.62000 -1.18061 -0.04459 -0.95354 -1.83132 2.13148 0.16463 2.29611
6.63000 -1.19006 -0.06290 -0.93541 -1.83063 2.11310 0.18378 2.29688
6.64000 -1.19932 -0.08120 -0.91626 -1.82962 2.09353 0.20415 2.29767
6.65000 -1.20838 -0.09949 -0.89610 -1.82826 2.07276 0.22571 2.29847
6.66000 -1.21723 -0.11776 -0.87493 -1.82651 2.05082 0.24846 2.29928
6.67000 -1.22587 -0.13602 -0.85274 -1.82437 2.02774 0.27236 2.30010
6.68000 -1.23428 -0.15425 -0.82954 -1.82179 2.00353 0.29740 2.30093
6.69000 -1.24246 -0.17245 -0.80534 -1.81877 1.97825 0.32352 2.30176
6.70000 -1.25038 -0.19062 -0.78014 -1.81527 1.95192 0.35068 2.30260
6.71000 -1.25806 -0.20875 -0.75396 -1.81128 1.92460 0.37883 2.30343
6.72000 -1.26546 -0.22685 -0.72681 -1.80678 1.89634 0.40792 2.30427
6.73000 -1.27259 -0.24489 -0.69869 -1.80174 1.86721 0.43789 2.30510
6.74000 -1.27943 -0.26288 -0.66963 -1.79614 1.83727 0.46865 2.30593
6.75000 -1.28597 -0.28081 -0.63965 -1.78998 1.80659 0.50015 2.30674
6.76000 -1.29222 -0.29867 -0.60875 -1.78323 1.77525 0.53231 2.30756
6.77000 -1.29815 -0.31647 -0.57696 -1.77589 1.74333 0.56503 2.30836
6.78000 -1.30375 -0.33419 -0.54430 -1.76792 1.71091 0.59824 2.30915
6.79000 -1.30903 -0.35182 -0.51079 -1.75934 1.67808 0.63184 2.30992
6.80000 -1.31396 -0.36937 -0.47646 -1.75011 1.64495 0.66574 2.31068
6.81000 -1.31855 -0.38682 -0.44133 -1.74023 1.61159 0.69984 2.31143
6.82000 -1.32279 -0.40417 -0.40543 -1.72970 1.57812 0.73404 2.31216
6.83000 -1.32666 -0.42141 -0.36879 -1.71851 1.54463 0.76824 2.31288
6.84000 -1.33016 -0.43854 -0.33143 -1.70664 1.51123 0.80234 2.31357
6.85000 -1.33328 -0.45554 -0.29339 -1.69410 1.47802 0.83623 2.31425
6.86000 -1.33602 -0.47242 -0.25469 -1.68087 1.44510 0.86981 2.31491
6.87000 -1.33837 -0.48916 -0.21536 -1.66697 1.41258 0.90296 2.31555
6.88000 -1.34033 -0.50575 -0.17545 -1.65238 1.38057 0.93559 2.31617
6.89000 -1.34188 -0.52220 -0.13498 -1.63711 1.34917 0.96759 2.31677
6.90000 -1.34302 -0.53849 -0.09398 -1.62116 1.31849 0.99886 2.31735
6.91000 -1.34376 -0.55462 -0.05250 -1.60452 1.28862 1.02928 2.31791
6.92000 -1.34407 -0.57058 -0.01056 -1.58721 1.25968 1.05877 2.31845
6.93000 -1.34397 -0.58636 0.03180 -1.56923 1.23175 1.08722 2.31897
6.94000 -1.34343 -0.60196 0.07454 -1.55058 1.20493 1.11454 2.31947
6.95000 -1.34247 -0.61737 0.11763 -1.53128 1.17932 1.14063 2.31996
6.96000 -1.34108 -0.63258 0.16102 -1.51132 1.15501 1.16542 2.32043
6.97000 -1.33925 -0.64759 0.20469 -1.49073 1.13208 1.18880 2.32088
6.98000 -1.33698 -0.66240 0.24858 -1.46950 1.11061 1.21070 2.32131
6.99000 -1.33428 -0.67698 0.29268 -1.44765 1.09068 1.23105 2.32173
7.00000 -1.33113 -0.69135 0.33693 -1.42520 1.07236 1.24978 2.32214
7.01000 -1.32754 -0.70548 0.38129 -1.40216 1.05572 1.26681 2.32253
7.02000 -1.32350 -0.71939 0.42574 -1.37854 1.04081 1.28210 2.32291
7.03000 -1.31902 -0.73305 0.47023 -1.35435 1.02770 1.29558 2.32328
7.04000 -1.31410 -0.74647 0.51473 -1.32963 1.01643 1.30722 2.32364
7.05000 -1.30873 -0.75964 0.55919 -1.30437 1.00704 1.31696 2.32400
7.06000 -1.30292 -0.77256 0.60357 -1.27861 0.99957 1.32478 2.32435
7.07000 -1.29666 -0.78521 0.64785 -1.25236 0.99405 1.33064 2.32469
7.08000 -1.28996 -0.79760 0.69198 -1.22563 0.99050 1.33452 2.32503
7.09000 -1.28282 -0.80972 0.73592 -1.19846 0.98894 1.33642 2.32537
7.10000 -1.27524 -0.82157 0.77964 -1.17087 0.98938 1.33632 2.32570
7.11000 -1.26723 -0.83314 0.82310 -1.14287 0.99182 1.33422 2.32604
7.12000 -1.25878 -0.84442 0.86626 -1.11449 0.99625 1.33013 2.32638
7.13000 -1.24991 -0.85542 0.90909 -1.08576 1.00266 1.32407 2.32673
7.14000 -1.24060 -0.86614 0.95156 -1.05669 1.01103 1.31604 2.32708
7.15000 -1.23088 -0.87656 0.99363 -1.02733 1.02134 1.30609 2.32743
7.16000 -1.22073 -0.88668 1.03526 -0.99768 1.03356 1.29424 2.32780
7.17000 -1.21017 -0.89651 1.07642 -0.96778 1.04764 1.28053 2.32817
7.18000 -1.19921 -0.90604 1.11709 -0.93765 1.06354 1.26502 2.32856
7.19000 -1.18783 -0.91526 1.15722 -0.90733 1.08120 1.24775 2.32896
7.20000 -1.17606 -0.92418 1.19679 -0.87684 1.10058 1.22879 2.32937
7.21000 -1.16390 -0.93280 1.23577 -0.84621 1.12160 1.20820 2.32979
7.22000 -1.15135 -0.94111 1.27413 -0.81547 1.14419 1.18604 2.33024
7.23000 -1.13842 -0.94911 1.31184 -0.78465 1.16829 1.16240 2.33070
7.24000 -1.12512 -0.95680 1.34887 -0.75377 1.19381 1.13736 2.33117
7.25000 -1.11145 -0.96418 1.38520 -0.72287 1.22067 1.11100 2.33167
7.26000 -1.09742 -0.97126 1.42081 -0.69198 1.24877 1.08341 2.33218
7.27000 -1.08304 -0.97802 1.45567 -0.66113 1.27803 1.05468 2.33271
7.28000 -1.06831 -0.98448 1.48975 -0.63035 1.30835 1.02491 2.33327
7.29000 -1.05324 -0.99063 1.52305 -0.59967 1.33964 0.99420 2.33384
7.30000 -1.03785 -0.99647 1.55553 -0.56912 1.37178 0.96265 2.33443
7.31000 -1.02214 -1.00201 1.58718 -0.53873 1.40469 0.93036 2.33505
7.32000 -1.00611 -1.00725 1.61798 -0.50853 1.43824 0.89744 2.33568
7.33000 -0.98978 -1.01218 1.64792 -0.47856 1.47234 0.86400 2.33634
7.34000 -0.97316 -1.01682 1.67699 -0.44884 1.50687 0.83014 2.33701
7.35000 -0.95625 -1.02116 1.70516 -0.41940 1.54174 0.79598 2.33771
7.36000 -0.93906 -1.02521 1.73243 -0.39028 1.57682 0.76161 2.33843
7.37000 -0.92160 -1.02897 1.75879 -0.36150 1.61202 0.72714 2.33916
7.38000 -0.90389 -1.03244 1.78424 -0.33309 1.64723 0.69269 2.33991
7.39000 -0.88592 -1.03563 1.80875 -0.30509 1.68234 0.65835 2.34068
7.40000 -0.86772 -1.03855 1.83234 -0.27751 1.71725 0.62422 2.34147
7.41000 -0.84928 -1.04119 1.85500 -0.25040 1.75186 0.59041 2.34227
7.42000 -0.83062 -1.04356 1.87672 -0.22377 1.78607 0.55701 2.34308
7.43000 -0.81175 -1.04566 1.89750 -0.19766 1.81979 0.52412 2.34391
7.44000 -0.79268 -1.04751 1.91736 -0.17208 1.85293 0.49181 2.34475
7.45000 -0.77341 -1.04911 1.93628 -0.14707 1.88541 0.46018 2.34559
7.46000 -0.75396 -1.05046 1.95428 -0.12265 1.91714 0.42931 2.34645
7.47000 -0.73433 -1.05156 1.97137 -0.09885 1.94804 0.39927 2.34731
7.48000 -0.71453 -1.05244 1.98755 -0.07568 1.97804 0.37013 2.34817
7.49000 -0.69458 -1.05308 2.00283 -0.05317 2.00708 0.34195 2.34903
7.50000 -0.67448 -1.05350 2.01723 -0.03134 2.03510 0.31480 2.34990
7.51000 -0.65424 -1.05371 2.03076 -0.01021 2.06205 0.28872 2.35076
7.52000 -0.63387 -1.05371 2.04344 0.01021 2.08787 0.26375 2.35162
7.53000 -0.61338 -1.05351 2.05527 0.02989 2.11252 0.23994 2.35247
7.54000 -0.59277 -1.05312 2.06630 0.04882 2.13598 0.21733 2.35331
7.55000 -0.57205 -1.05254 2.07652 0.06699 2.15822 0.19592 2.35414
7.56000 -0.55124 -1.05178 2.08598 0.08438 2.17921 0.17575 2.35495
7.57000 -0.53034 -1.05085 2.09468 0.10099 2.19894 0.15681 2.35575
7.58000 -0.50935 -1.04977 2.10266 0.11680 2.21741 0.13913 2.35653
7.59000 -0.48829 -1.04852 2.10994 0.13180 2.23461 0.12269 2.35730
7.60000 -0.46716 -1.04713 2.11655 0.14600 2.25056 0.10748 2.35803
7.61000 -0.44596 -1.04561 2.12253 0.15939 2.26526 0.09349 2.35875
7.62000 -0.42471 -1.04395 2.12789 0.17197 2.27875 0.08069 2.35944
7.63000 -0.40341 -1.04217 2.13268 0.18374 2.29104 0.06906 2.36009
7.64000 -0.38206 -1.04028 2.13692 0.19470 2.30217 0.05856 2.36072
7.65000 -0.36067 -1.03828 2.14065 0.20486 2.31218 0.04914 2.36132
7.66000 -0.33925 -1.03619 2.14390 0.21422 2.32111 0.04078 2.36188
7.67000 -0.31779 -1.03400 2.14671 0.22280 2.32901 0.03340 2.36241
7.68000 -0.29632 -1.03173 2.14912 0.23062 2.33594 0.02697 2.36291
7.69000 -0.27481 -1.02939 2.15114 0.23768 2.34195 0.02141 2.36337
7.70000 -0.25329 -1.02698 2.15283 0.24400 2.34711 0.01668 2.36379
7.71000 -0.23176 -1.02452 2.15421 0.24961 2.35147 0.01270 2.36417
7.72000 -0.21021 -1.02199 2.15533 0.25452 2.35511 0.00941 2.36452
7.73000 -0.18865 -1.01943 2.15620 0.25877 2.35808 0.00675 2.36483
7.74000 -0.16709 -1.01682 2.15687 0.26239 2.36046 0.00464 2.36510
7.75000 -0.14552 -1.01418 2.15736 0.26539 2.36232 0.00302 2.36534
7.76000 -0.12394 -1.01152 2.15771 0.26782 2.36372 0.00182 2.36554
7.77000 -0.10236 -1.00883 2.15794 0.26972 2.36473 0.00098 2.36571
7.78000 -0.08078 -1.00613 2.15808 0.27111 2.36542 0.00044 2.36585
7.79000 -0.05920 -1.00341 2.15816 0.27204 2.36583 0.00013 2.36596
7.80000 -0.03762 -1.00069 2.15819 0.27256 2.36604 0.00001 2.36605
7.81000 -0.01604 -0.99796 2.15820 0.27270 2.36609 0.00002 2.36610
7.82000 0.00554 -0.99523 2.15819 0.27251 2.36603 0.00011 2.36614
7.83000 0.02713 -0.99251 2.15819 0.27203 2.36590 0.00025 2.36616
7.84000 0.04871 -0.98980 2.15821 0.27132 2.36575 0.00041 2.36616
7.85000 0.07029 -0.98709 2.15826 0.27042 2.36560 0.00054 2.36615
7.86000 0.09187 -0.98439 2.15833 0.26938 2.36548 0.00064 2.36613
7.87000 0.11346 -0.98170 2.15844 0.26825 2.36541 0.00069 2.36610
7.88000 0.13504 -0.97902 2.15857 0.26708 2.36539 0.00069 2.36607
7.89000 0.15663 -0.97636 2.15873 0.26593 2.36542 0.00062 2.36604
7.90000 0.17822 -0.97370 2.15891 0.26482 2.36551 0.00051 2.36602
7.91000 0.19981 -0.97106 2.15909 0.26383 2.36564 0.00037 2.36601
7.92000 0.22140 -0.96843 2.15927 0.26299 2.36579 0.00022 2.36601
7.93000 0.24299 -0.96580 2.15941 0.26234 2.36594 0.00008 2.36603
7.94000 0.26459 -0.96318 2.15951 0.26195 2.36605 0.00001 2.36606
7.95000 0.28618 -0.96056 2.15954 0.26184 2.36609 0.00003 2.36612
7.96000 0.30778 -0.95794 2.15948 0.26205 2.36601 0.00019 2.36620
7.97000 0.32937 -0.95532 2.15929 0.26264 2.36575 0.00055 2.36630
7.98000 0.35096 -0.95269 2.15895 0.26363 2.36528 0.00117 2.36644
7.99000 0.37255 -0.95004 2.15842 0.26507 2.36451 0.00210 2.36661
8.00000 0.39413 -0.94738 2.15767 0.26697 2.36341 0.00340 2.36681
8.01000 0.41570 -0.94470 2.15667 0.26938 2.36189 0.00516 2.36705
8.02000 0.43726 -0.94199 2.15537 0.27232 2.35990 0.00742 2.36732
8.03000 0.45881 -0.93925 2.15375 0.27582 2.35736 0.01027 2.36763
8.04000 0.48033 -0.93647 2.15176 0.27989 2.35421 0.01377 2.36798
8.05000 0.50184 -0.93365 2.14937 0.28456 2.35038 0.01798 2.36836
8.06000 0.52332 -0.93078 2.14653 0.28984 2.34580 0.02299 2.36879
8.07000 0.54477 -0.92785 2.14321 0.29575 2.34040 0.02884 2.36925
8.08000 0.56618 -0.92486 2.13936 0.30230 2.33412 0.03562 2.36974
