# t x y vx vy E_kin E_pot E_total
18.01000 -0.82110 0.44490 -0.79695 0.01227 0.31764 0.02186 0.33950
18.02000 -0.82909 0.44504 -0.80197 0.01541 0.32169 0.01741 0.33911
18.03000 -0.83713 0.44521 -0.80637 0.01818 0.32528 0.01344 0.33872
18.04000 -0.84522 0.44540 -0.81014 0.02060 0.32837 0.00995 0.33832
18.05000 -0.85333 0.44562 -0.81327 0.02266 0.33096 0.00696 0.33793
18.06000 -0.86148 0.44585 -0.81577 0.02436 0.33304 0.00450 0.33753
18.07000 -0.86964 0.44610 -0.81761 0.02572 0.33458 0.00256 0.33713
18.08000 -0.87783 0.44637 -0.81881 0.02672 0.33558 0.00116 0.33674
18.09000 -0.88602 0.44664 -0.81935 0.02739 0.33604 0.00030 0.33634
18.10000 -0.89421 0.44691 -0.81922 0.02771 0.33594 0.00000 0.33595
18.11000 -0.90240 0.44719 -0.81843 0.02770 0.33530 0.00025 0.33555
18.12000 -0.91058 0.44747 -0.81697 0.02735 0.33410 0.00106 0.33516
18.13000 -0.91873 0.44774 -0.81485 0.02668 0.33234 0.00243 0.33477
18.14000 -0.92687 0.44800 -0.81205 0.02569 0.33005 0.00434 0.33438
18.15000 -0.93497 0.44825 -0.80859 0.02438 0.32720 0.00680 0.33400
18.16000 -0.94304 0.44848 -0.80446 0.02276 0.32383 0.00979 0.33362
18.17000 -0.95106 0.44870 -0.79965 0.02084 0.31994 0.01331 0.33325
18.18000 -0.95903 0.44890 -0.79419 0.01862 0.31554 0.01734 0.33288
18.19000 -0.96694 0.44907 -0.78806 0.01610 0.31065 0.02187 0.33252
18.20000 -0.97479 0.44922 -0.78128 0.01330 0.30528 0.02687 0.33216
18.21000 -0.98256 0.44934 -0.77384 0.01022 0.29946 0.03234 0.33181
18.22000 -0.99026 0.44942 -0.76575 0.00686 0.29321 0.03826 0.33146
18.23000 -0.99787 0.44947 -0.75702 0.00324 0.28654 0.04458 0.33113
18.24000 -1.00540 0.44949 -0.74765 -0.00064 0.27949 0.05131 0.33080
18.25000 -1.01282 0.44946 -0.73765 -0.00477 0.27208 0.05840 0.33048
18.26000 -1.02015 0.44939 -0.72704 -0.00915 0.26433 0.06583 0.33016
18.27000 -1.02736 0.44927 -0.71581 -0.01377 0.25629 0.07357 0.32986
18.28000 -1.03446 0.44911 -0.70398 -0.01861 0.24797 0.08159 0.32956
18.29000 -1.04144 0.44890 -0.69156 -0.02368 0.23941 0.08987 0.32927
18.30000 -1.04829 0.44864 -0.67856 -0.02897 0.23064 0.09836 0.32900
18.31000 -1.05500 0.44832 -0.66498 -0.03446 0.22170 0.10703 0.32873
18.32000 -1.06158 0.44795 -0.65085 -0.04014 0.21261 0.11586 0.32847
18.33000 -1.06802 0.44752 -0.63618 -0.04602 0.20342 0.12480 0.32822
18.34000 -1.07430 0.44703 -0.62097 -0.05208 0.19416 0.13382 0.32798
18.35000 -1.08044 0.44647 -0.60525 -0.05831 0.18486 0.14289 0.32775
18.36000 -1.08641 0.44586 -0.58902 -0.06471 0.17556 0.15197 0.32753
18.37000 -1.09221 0.44518 -0.57230 -0.07127 0.16630 0.16102 0.32732
18.38000 -1.09785 0.44443 -0.55511 -0.07797 0.15711 0.17001 0.32712
18.39000 -1.10331 0.44362 -0.53746 -0.08481 0.14803 0.17891 0.32693
18.40000 -1.10860 0.44274 -0.51937 -0.09178 0.13909 0.18767 0.32675
18.41000 -1.11370 0.44178 -0.50086 -0.09887 0.13032 0.19626 0.32658
18.42000 -1.11861 0.44076 -0.48194 -0.10608 0.12176 0.20466 0.32642
18.43000 -1.12334 0.43966 -0.46264 -0.11339 0.11345 0.21282 0.32627
18.44000 -1.12786 0.43849 -0.44296 -0.12080 0.10540 0.22072 0.32612
18.45000 -1.13219 0.43724 -0.42294 -0.12829 0.09767 0.22832 0.32599
18.46000 -1.13632 0.43592 -0.40258 -0.13586 0.09027 0.23559 0.32586
18.47000 -1.14024 0.43453 -0.38191 -0.14350 0.08322 0.24251 0.32574
18.48000 -1.14396 0.43305 -0.36095 -0.15120 0.07657 0.24905 0.32563
18.49000 -1.14746 0.43150 -0.33972 -0.15895 0.07034 0.25518 0.32552
18.50000 -1.15075 0.42987 -0.31823 -0.16674 0.06454 0.26088 0.32542
18.51000 -1.15382 0.42817 -0.29652 -0.17457 0.05920 0.26613 0.32533
18.52000 -1.15668 0.42638 -0.27459 -0.18242 0.05434 0.27090 0.32524
18.53000 -1.15932 0.42452 -0.25248 -0.19029 0.04998 0.27518 0.32516
18.54000 -1.16173 0.42258 -0.23019 -0.19816 0.04613 0.27895 0.32508
18.55000 -1.16392 0.42056 -0.20777 -0.20604 0.04281 0.28219 0.32500
18.56000 -1.16588 0.41846 -0.18522 -0.21391 0.04003 0.28490 0.32493
18.57000 -1.16762 0.41628 -0.16256 -0.22176 0.03780 0.28706 0.32486
18.58000 -1.16913 0.41402 -0.13983 -0.22958 0.03613 0.28867 0.32480
18.59000 -1.17042 0.41169 -0.11704 -0.23737 0.03502 0.28971 0.32473
18.60000 -1.17148 0.40927 -0.09422 -0.24512 0.03448 0.29019 0.32467
18.61000 -1.17230 0.40678 -0.07138 -0.25282 0.03451 0.29010 0.32461
18.62000 -1.17290 0.40422 -0.04855 -0.26047 0.03510 0.28945 0.32455
18.63000 -1.17327 0.40158 -0.02576 -0.26805 0.03626 0.28823 0.32448
18.64000 -1.17342 0.39886 -0.00302 -0.27555 0.03797 0.28645 0.32442
18.65000 -1.17334 0.39606 0.01965 -0.28298 0.04023 0.28412 0.32436
18.66000 -1.17303 0.39320 0.04222 -0.29032 0.04303 0.28125 0.32429
18.67000 -1.17249 0.39026 0.06466 -0.29757 0.04636 0.27785 0.32422
18.68000 -1.17173 0.38725 0.08696 -0.30472 0.05021 0.27394 0.32414
18.69000 -1.17075 0.38416 0.10910 -0.31176 0.05455 0.26952 0.32406
18.70000 -1.16955 0.38101 0.13105 -0.31868 0.05937 0.26462 0.32398
18.71000 -1.16813 0.37779 0.15279 -0.32549 0.06465 0.25925 0.32389
18.72000 -1.16650 0.37450 0.17431 -0.33217 0.07036 0.25344 0.32380
18.73000 -1.16465 0.37115 0.19557 -0.33872 0.07649 0.24721 0.32370
18.74000 -1.16259 0.36773 0.21656 -0.34513 0.08301 0.24059 0.32360
18.75000 -1.16032 0.36425 0.23726 -0.35141 0.08989 0.23360 0.32349
18.76000 -1.15784 0.36070 0.25764 -0.35753 0.09710 0.22627 0.32337
18.77000 -1.15517 0.35710 0.27770 -0.36350 0.10462 0.21862 0.32324
18.78000 -1.15229 0.35343 0.29739 -0.36931 0.11242 0.21069 0.32311
18.79000 -1.14922 0.34971 0.31672 -0.37496 0.12045 0.20251 0.32297
18.80000 -1.14596 0.34593 0.33566 -0.38044 0.12870 0.19411 0.32282
18.81000 -1.14251 0.34210 0.35419 -0.38576 0.13713 0.18553 0.32266
18.82000 -1.13888 0.33822 0.37229 -0.39090 0.14570 0.17679 0.32249
18.83000 -1.13507 0.33429 0.38994 -0.39586 0.15438 0.16794 0.32232
18.84000 -1.13108 0.33030 0.40713 -0.40064 0.16313 0.15900 0.32213
18.85000 -1.12693 0.32627 0.42384 -0.40524 0.17193 0.15001 0.32194
18.86000 -1.12261 0.32220 0.44005 -0.40965 0.18073 0.14100 0.32173
18.87000 -1.11813 0.31808 0.45575 -0.41387 0.18950 0.13202 0.32152
18.88000 -1.11349 0.31392 0.47093 -0.41791 0.19821 0.12309 0.32130
18.89000 -1.10871 0.30973 0.48556 -0.42175 0.20682 0.11425 0.32107
18.90000 -1.10379 0.30549 0.49963 -0.42539 0.21529 0.10553 0.32083
18.91000 -1.09872 0.30122 0.51313 -0.42884 0.22361 0.09697 0.32058
18.92000 -1.09353 0.29691 0.52605 -0.43209 0.23172 0.08860 0.32032
18.93000 -1.08820 0.29258 0.53837 -0.43515 0.23960 0.08045 0.32005
18.94000 -1.08276 0.28821 0.55008 -0.43801 0.24722 0.07256 0.31978
18.95000 -1.07721 0.28382 0.56117 -0.44067 0.25455 0.06494 0.31950
18.96000 -1.07154 0.27940 0.57163 -0.44313 0.26157 0.05764 0.31921
18.97000 -1.06578 0.27496 0.58145 -0.44540 0.26823 0.05067 0.31891
18.98000 -1.05992 0.27049 0.59062 -0.44747 0.27453 0.04407 0.31860
18.99000 -1.05397 0.26601 0.59913 -0.44934 0.28043 0.03786 0.31829
19.00000 -1.04794 0.26151 0.60696 -0.45102 0.28591 0.03206 0.31797
19.01000 -1.04183 0.25699 0.61413 -0.45251 0.29096 0.02669 0.31765
19.02000 -1.03566 0.25246 0.62060 -0.45381 0.29555 0.02177 0.31731
19.03000 -1.02942 0.24791 0.62639 -0.45492 0.29966 0.01732 0.31698
19.04000 -1.02313 0.24336 0.63149 -0.45584 0.30328 0.01335 0.31664
19.05000 -1.01680 0.23880 0.63589 -0.45658 0.30641 0.00988 0.31629
19.06000 -1.01042 0.23423 0.63958 -0.45714 0.30902 0.00692 0.31594
19.07000 -1.00401 0.22966 0.64256 -0.45752 0.31111 0.00448 0.31559
19.08000 -0.99757 0.22508 0.64484 -0.45773 0.31267 0.00256 0.31523
19.09000 -0.99112 0.22050 0.64640 -0.45777 0.31370 0.00118 0.31488
19.10000 -0.98465 0.21593 0.64726 -0.45765 0.31419 0.00032 0.31451
19.11000 -0.97817 0.21135 0.64739 -0.45736 0.31415 0.00000 0.31415
19.12000 -0.97170 0.20678 0.64682 -0.45692 0.31358 0.00021 0.31379
19.13000 -0.96524 0.20221 0.64553 -0.45633 0.31247 0.00095 0.31343
19.14000 -0.95880 0.19765 0.64354 -0.45559 0.31085 0.00221 0.31306
19.15000 -0.95237 0.19310 0.64083 -0.45471 0.30871 0.00399 0.31270
19.16000 -0.94598 0.18856 0.63742 -0.45369 0.30607 0.00627 0.31234
19.17000 -0.93963 0.18403 0.63331 -0.45255 0.30294 0.00904 0.31198
19.18000 -0.93332 0.17951 0.62851 -0.45128 0.29934 0.01229 0.31162
19.19000 -0.92706 0.17500 0.62301 -0.44989 0.29527 0.01600 0.31127
19.20000 -0.92086 0.17051 0.61683 -0.44839 0.29077 0.02015 0.31092
19.21000 -0.91473 0.16604 0.60997 -0.44679 0.28584 0.02473 0.31057
19.22000 -0.90867 0.16158 0.60244 -0.44508 0.28052 0.02971 0.31022
19.23000 -0.90268 0.15713 0.59425 -0.44329 0.27482 0.03506 0.30988
19.24000 -0.89678 0.15271 0.58540 -0.44141 0.26877 0.04078 0.30955
19.25000 -0.89098 0.14831 0.57592 -0.43945 0.26240 0.04682 0.30921
19.26000 -0.88527 0.14392 0.56580 -0.43742 0.25573 0.05316 0.30889
19.27000 -0.87967 0.13956 0.55505 -0.43533 0.24880 0.05977 0.30857
19.28000 -0.87417 0.13522 0.54370 -0.43318 0.24163 0.06662 0.30825
19.29000 -0.86879 0.13090 0.53175 -0.43099 0.23425 0.07369 0.30794
19.30000 -0.86354 0.12660 0.51921 -0.42875 0.22670 0.08094 0.30764
19.31000 -0.85841 0.12232 0.50610 -0.42647 0.21901 0.08833 0.30734
19.32000 -0.85342 0.11807 0.49244 -0.42417 0.21121 0.09584 0.30705
19.33000 -0.84857 0.11384 0.47823 -0.42185 0.20333 0.10344 0.30677
19.34000 -0.84386 0.10963 0.46350 -0.41951 0.19541 0.11108 0.30649
19.35000 -0.83930 0.10545 0.44826 -0.41717 0.18748 0.11874 0.30622
19.36000 -0.83490 0.10129 0.43252 -0.41484 0.17958 0.12638 0.30596
19.37000 -0.83065 0.09715 0.41630 -0.41251 0.17173 0.13397 0.30570
19.38000 -0.82657 0.09304 0.39963 -0.41019 0.16398 0.14147 0.30545
19.39000 -0.82266 0.08895 0.38251 -0.40790 0.15635 0.14886 0.30521
19.40000 -0.81892 0.08488 0.36498 -0.40564 0.14887 0.15610 0.30497
19.41000 -0.81536 0.08083 0.34704 -0.40341 0.14159 0.16315 0.30474
19.42000 -0.81198 0.07681 0.32871 -0.40123 0.13452 0.17000 0.30452
19.43000 -0.80879 0.07281 0.31003 -0.39909 0.12769 0.17660 0.30430
19.44000 -0.80579 0.06883 0.29100 -0.39700 0.12115 0.18294 0.30409
19.45000 -0.80297 0.06487 0.27165 -0.39498 0.11490 0.18898 0.30388
19.46000 -0.80035 0.06093 0.25200 -0.39302 0.10898 0.19469 0.30368
19.47000 -0.79793 0.05701 0.23207 -0.39113 0.10342 0.20006 0.30348
19.48000 -0.79571 0.05311 0.21189 -0.38931 0.09823 0.20506 0.30329
19.49000 -0.79370 0.04922 0.19147 -0.38757 0.09344 0.20967 0.30311
19.50000 -0.79189 0.04535 0.17084 -0.38592 0.08906 0.21386 0.30292
19.51000 -0.79028 0.04150 0.15002 -0.38435 0.08512 0.21763 0.30275
19.52000 -0.78889 0.03767 0.12904 -0.38287 0.08162 0.22095 0.30257
19.53000 -0.78770 0.03384 0.10791 -0.38149 0.07859 0.22381 0.30240
19.54000 -0.78673 0.03004 0.08666 -0.38020 0.07603 0.22620 0.30223
19.55000 -0.78597 0.02624 0.06532 -0.37900 0.07396 0.22811 0.30207
19.56000 -0.78542 0.02246 0.04391 -0.37791 0.07237 0.22953 0.30190
19.57000 -0.78509 0.01868 0.02245 -0.37692 0.07129 0.23045 0.30174
19.58000 -0.78497 0.01492 0.00096 -0.37603 0.07070 0.23088 0.30158
19.59000 -0.78507 0.01116 -0.02052 -0.37525 0.07062 0.23080 0.30142
19.60000 -0.78538 0.00741 -0.04198 -0.37457 0.07103 0.23022 0.30126
19.61000 -0.78591 0.00367 -0.06340 -0.37399 0.07194 0.22915 0.30110
19.62000 -0.78665 -0.00007 -0.08474 -0.37352 0.07335 0.22759 0.30094
19.63000 -0.78761 -0.00380 -0.10599 -0.37315 0.07524 0.22554 0.30077
19.64000 -0.78877 -0.00753 -0.12713 -0.37288 0.07760 0.22301 0.30061
19.65000 -0.79015 -0.01126 -0.14812 -0.37271 0.08042 0.22002 0.30045
19.66000 -0.79173 -0.01499 -0.16894 -0.37263 0.08370 0.21658 0.30028
19.67000 -0.79353 -0.01871 -0.18958 -0.37265 0.08741 0.21270 0.30011
19.68000 -0.79552 -0.02244 -0.21001 -0.37277 0.09153 0.20841 0.29994
19.69000 -0.79772 -0.02617 -0.23021 -0.37297 0.09605 0.20371 0.29976
19.70000 -0.80013 -0.02990 -0.25015 -0.37326 0.10095 0.19863 0.29958
19.71000 -0.80273 -0.03364 -0.26982 -0.37363 0.10620 0.19320 0.29940
19.72000 -0.80552 -0.03737 -0.28919 -0.37408 0.11178 0.18743 0.29921
19.73000 -0.80851 -0.04112 -0.30824 -0.37460 0.11767 0.18135 0.29902
19.74000 -0.81168 -0.04487 -0.32696 -0.37519 0.12384 0.17499 0.29882
19.75000 -0.81505 -0.04862 -0.34531 -0.37585 0.13025 0.16837 0.29862
19.76000 -0.81859 -0.05238 -0.36328 -0.37657 0.13689 0.16153 0.29842
19.77000 -0.82231 -0.05615 -0.38085 -0.37734 0.14372 0.15449 0.29820
19.78000 -0.82620 -0.05993 -0.39801 -0.37816 0.15071 0.14728 0.29799
19.79000 -0.83027 -0.06372 -0.41473 -0.37902 0.15783 0.13993 0.29776
19.80000 -0.83450 -0.06751 -0.43099 -0.37992 0.16505 0.13248 0.29753
19.81000 -0.83888 -0.07131 -0.44679 -0.38086 0.17234 0.12496 0.29730
19.82000 -0.84343 -0.07513 -0.46209 -0.38182 0.17966 0.11740 0.29706
19.83000 -0.84812 -0.07895 -0.47689 -0.38279 0.18698 0.10983 0.29681
19.84000 -0.85296 -0.08278 -0.49117 -0.38378 0.19427 0.10228 0.29656
19.85000 -0.85794 -0.08663 -0.50492 -0.38478 0.20150 0.09480 0.29630
19.86000 -0.86306 -0.09048 -0.51811 -0.38578 0.20863 0.08740 0.29603
19.87000 -0.86830 -0.09434 -0.53074 -0.38677 0.21564 0.08012 0.29576
19.88000 -0.87367 -0.09822 -0.54280 -0.38775 0.22249 0.07299 0.29548
19.89000 -0.87916 -0.10210 -0.55426 -0.38872 0.22915 0.06605 0.29520
19.90000 -0.88475 -0.10599 -0.56513 -0.38965 0.23560 0.05932 0.29492
19.91000 -0.89046 -0.10989 -0.57537 -0.39056 0.24180 0.05283 0.29462
19.92000 -0.89626 -0.11380 -0.58500 -0.39143 0.24772 0.04660 0.29433
19.93000 -0.90215 -0.11772 -0.59399 -0.39225 0.25334 0.04068 0.29402
19.94000 -0.90814 -0.12165 -0.60234 -0.39303 0.25864 0.03507 0.29372
19.95000 -0.91420 -0.12558 -0.61004 -0.39375 0.26359 0.02981 0.29341
19.96000 -0.92033 -0.12952 -0.61708 -0.39440 0.26817 0.02492 0.29309
19.97000 -0.92654 -0.13347 -0.62346 -0.39499 0.27236 0.02042 0.29277
19.98000 -0.93280 -0.13742 -0.62916 -0.39551 0.27613 0.01632 0.29245
19.99000 -0.93912 -0.14138 -0.63418 -0.39595 0.27948 0.01265 0.29213
