# t x y vx vy E_kin E_pot E_total
5.71000 0.24784 -0.78863 0.49526 -0.44456 0.22146 0.15024 0.37170
5.72000 0.25282 -0.79316 0.50046 -0.46110 0.23153 0.14032 0.37185
5.73000 0.25785 -0.79785 0.50555 -0.47706 0.24158 0.13044 0.37202
5.74000 0.26293 -0.80270 0.51051 -0.49243 0.25155 0.12065 0.37220
5.75000 0.26806 -0.80770 0.51535 -0.50719 0.26141 0.11098 0.37240
5.76000 0.27323 -0.81284 0.52004 -0.52133 0.27111 0.10149 0.37260
5.77000 0.27846 -0.81812 0.52458 -0.53483 0.28062 0.09220 0.37281
5.78000 0.28372 -0.82353 0.52895 -0.54769 0.28988 0.08316 0.37304
5.79000 0.28903 -0.82907 0.53316 -0.55988 0.29886 0.07441 0.37327
5.80000 0.29439 -0.83473 0.53717 -0.57140 0.30753 0.06599 0.37352
5.81000 0.29978 -0.84049 0.54099 -0.58224 0.31584 0.05794 0.37377
5.82000 0.30520 -0.84637 0.54461 -0.59237 0.32375 0.05029 0.37404
5.83000 0.31067 -0.85234 0.54801 -0.60181 0.33124 0.04307 0.37431
5.84000 0.31616 -0.85840 0.55119 -0.61053 0.33828 0.03632 0.37460
5.85000 0.32169 -0.86454 0.55413 -0.61853 0.34482 0.03007 0.37489
5.86000 0.32725 -0.87077 0.55684 -0.62579 0.35084 0.02434 0.37518
5.87000 0.33283 -0.87706 0.55929 -0.63233 0.35632 0.01917 0.37549
5.88000 0.33843 -0.88341 0.56149 -0.63811 0.36123 0.01457 0.37580
5.89000 0.34405 -0.88982 0.56342 -0.64315 0.36555 0.01057 0.37612
5.90000 0.34970 -0.89627 0.56508 -0.64744 0.36925 0.00719 0.37644
5.91000 0.35535 -0.90276 0.56646 -0.65098 0.37232 0.00445 0.37677
5.92000 0.36102 -0.90928 0.56755 -0.65375 0.37475 0.00235 0.37710
5.93000 0.36670 -0.91583 0.56835 -0.65577 0.37653 0.00091 0.37743
5.94000 0.37239 -0.92240 0.56885 -0.65702 0.37763 0.00014 0.37777
5.95000 0.37808 -0.92897 0.56905 -0.65751 0.37806 0.00004 0.37811
5.96000 0.38377 -0.93554 0.56894 -0.65723 0.37782 0.00063 0.37845
5.97000 0.38946 -0.94211 0.56851 -0.65620 0.37690 0.00189 0.37879
5.98000 0.39514 -0.94866 0.56777 -0.65440 0.37530 0.00383 0.37913
5.99000 0.40081 -0.95519 0.56671 -0.65185 0.37303 0.00644 0.37947
6.00000 0.40647 -0.96170 0.56532 -0.64854 0.37009 0.00971 0.37980
6.01000 0.41212 -0.96816 0.56360 -0.64448 0.36650 0.01364 0.38014
6.02000 0.41774 -0.97458 0.56156 -0.63967 0.36226 0.01820 0.38047
6.03000 0.42334 -0.98095 0.55918 -0.63413 0.35740 0.02339 0.38079
6.04000 0.42892 -0.98726 0.55647 -0.62785 0.35192 0.02919 0.38112
6.05000 0.43447 -0.99350 0.55342 -0.62084 0.34586 0.03557 0.38143
6.06000 0.43999 -0.99967 0.55004 -0.61311 0.33923 0.04252 0.38175
6.07000 0.44547 -1.00576 0.54633 -0.60467 0.33205 0.05000 0.38205
6.08000 0.45091 -1.01176 0.54228 -0.59553 0.32436 0.05799 0.38235
6.09000 0.45632 -1.01767 0.53790 -0.58569 0.31618 0.06646 0.38264
6.10000 0.46167 -1.02347 0.53318 -0.57517 0.30755 0.07538 0.38293
6.11000 0.46698 -1.02917 0.52813 -0.56398 0.29850 0.08471 0.38320
6.12000 0.47223 -1.03475 0.52275 -0.55213 0.28906 0.09441 0.38347
6.13000 0.47743 -1.04021 0.51705 -0.53962 0.27927 0.10446 0.38373
6.14000 0.48257 -1.04554 0.51102 -0.52649 0.26916 0.11481 0.38397
6.15000 0.48765 -1.05074 0.50467 -0.51273 0.25879 0.12542 0.38421
6.16000 0.49266 -1.05579 0.49800 -0.49836 0.24818 0.13626 0.38444
6.17000 0.49761 -1.06070 0.49102 -0.48340 0.23739 0.14727 0.38466
6.18000 0.50248 -1.06546 0.48373 -0.46787 0.22645 0.15842 0.38487
6.19000 0.50728 -1.07005 0.47614 -0.45177 0.21540 0.16966 0.38506
6.20000 0.51200 -1.07449 0.46825 -0.43512 0.20429 0.18096 0.38525
6.21000 0.51664 -1.07875 0.46006 -0.41795 0.19317 0.19226 0.38543
6.22000 0.52120 -1.08284 0.45159 -0.40026 0.18207 0.20352 0.38559
6.23000 0.52567 -1.08676 0.44284 -0.38208 0.17105 0.21470 0.38574
6.24000 0.53006 -1.09048 0.43382 -0.36343 0.16014 0.22575 0.38589
6.25000 0.53435 -1.09402 0.42453 -0.34432 0.14939 0.23663 0.38602
6.26000 0.53855 -1.09737 0.41498 -0.32477 0.13884 0.24730 0.38614
6.27000 0.54265 -1.10052 0.40519 -0.30481 0.12854 0.25771 0.38626
6.28000 0.54665 -1.10346 0.39515 -0.28444 0.11852 0.26783 0.38636
6.29000 0.55055 -1.10620 0.38487 -0.26371 0.10883 0.27762 0.38645
6.30000 0.55435 -1.10873 0.37437 -0.24261 0.09951 0.28703 0.38653
6.31000 0.55804 -1.11105 0.36366 -0.22118 0.09058 0.29602 0.38661
6.32000 0.56162 -1.11316 0.35274 -0.19944 0.08210 0.30457 0.38667
6.33000 0.56509 -1.11504 0.34162 -0.17740 0.07409 0.31264 0.38673
6.34000 0.56845 -1.11670 0.33032 -0.15510 0.06658 0.32020 0.38678
6.35000 0.57170 -1.11814 0.31884 -0.13254 0.05961 0.32721 0.38682
6.36000 0.57483 -1.11935 0.30719 -0.10977 0.05321 0.33365 0.38686
6.37000 0.57784 -1.12034 0.29539 -0.08679 0.04739 0.33950 0.38689
6.38000 0.58073 -1.12109 0.28344 -0.06363 0.04219 0.34472 0.38692
6.39000 0.58351 -1.12161 0.27137 -0.04031 0.03763 0.34930 0.38694
6.40000 0.58616 -1.12189 0.25917 -0.01687 0.03373 0.35323 0.38695
6.41000 0.58869 -1.12194 0.24686 0.00669 0.03049 0.35647 0.38697
6.42000 0.59110 -1.12176 0.23445 0.03034 0.02794 0.35903 0.38698
6.43000 0.59338 -1.12134 0.22196 0.05404 0.02609 0.36089 0.38698
6.44000 0.59554 -1.12068 0.20940 0.07779 0.02495 0.36204 0.38699
6.45000 0.59757 -1.11978 0.19677 0.10155 0.02452 0.36248 0.38699
6.46000 0.59947 -1.11865 0.18409 0.12530 0.02480 0.36220 0.38700
6.47000 0.60125 -1.11728 0.17138 0.14903 0.02579 0.36122 0.38701
6.48000 0.60290 -1.11567 0.15864 0.17270 0.02750 0.35952 0.38701
6.49000 0.60442 -1.11382 0.14589 0.19629 0.02991 0.35711 0.38702
6.50000 0.60582 -1.11174 0.13315 0.21978 0.03302 0.35402 0.38703
6.51000 0.60708 -1.10943 0.12042 0.24314 0.03681 0.35024 0.38705
6.52000 0.60822 -1.10688 0.10771 0.26636 0.04127 0.34579 0.38707
6.53000 0.60924 -1.10410 0.09505 0.28941 0.04640 0.34070 0.38709
6.54000 0.61013 -1.10109 0.08244 0.31226 0.05215 0.33497 0.38712
6.55000 0.61089 -1.09786 0.06989 0.33490 0.05852 0.32864 0.38716
6.56000 0.61152 -1.09440 0.05742 0.35730 0.06548 0.32172 0.38720
6.57000 0.61204 -1.09071 0.04505 0.37945 0.07301 0.31424 0.38725
6.58000 0.61243 -1.08681 0.03278 0.40131 0.08106 0.30624 0.38730
6.59000 0.61269 -1.08269 0.02063 0.42287 0.08962 0.29775 0.38737
6.60000 0.61284 -1.07835 0.00861 0.44411 0.09865 0.28879 0.38744
6.61000 0.61287 -1.07381 -0.00326 0.46500 0.10812 0.27941 0.38753
6.62000 0.61277 -1.06905 -0.01498 0.48553 0.11798 0.26963 0.38762
6.63000 0.61257 -1.06410 -0.02653 0.50568 0.12821 0.25951 0.38772
6.64000 0.61224 -1.05894 -0.03789 0.52543 0.13875 0.24908 0.38783
6.65000 0.61181 -1.05359 -0.04906 0.54475 0.14958 0.23837 0.38795
6.66000 0.61126 -1.04805 -0.06003 0.56363 0.16064 0.22745 0.38809
6.67000 0.61061 -1.04232 -0.07077 0.58205 0.17190 0.21633 0.38823
6.68000 0.60985 -1.03641 -0.08129 0.60000 0.18330 0.20508 0.38839
6.69000 0.60899 -1.03032 -0.09156 0.61746 0.19482 0.19373 0.38855
6.70000 0.60802 -1.02406 -0.10157 0.63440 0.20639 0.18234 0.38873
6.71000 0.60696 -1.01764 -0.11132 0.65082 0.21798 0.17094 0.38892
6.72000 0.60579 -1.01105 -0.12079 0.66670 0.22954 0.15958 0.38912
6.73000 0.60454 -1.00431 -0.12998 0.68203 0.24103 0.14830 0.38933
6.74000 0.60320 -0.99741 -0.13886 0.69678 0.25239 0.13716 0.38955
6.75000 0.60177 -0.99037 -0.14743 0.71095 0.26360 0.12619 0.38978
6.76000 0.60025 -0.98320 -0.15568 0.72453 0.27459 0.11544 0.39003
6.77000 0.59865 -0.97589 -0.16360 0.73750 0.28533 0.10495 0.39028
6.78000 0.59698 -0.96845 -0.17117 0.74985 0.29579 0.09476 0.39054
6.79000 0.59523 -0.96089 -0.17840 0.76157 0.30590 0.08491 0.39082
6.80000 0.59341 -0.95322 -0.18526 0.77265 0.31565 0.07545 0.39110
6.81000 0.59153 -0.94544 -0.19175 0.78307 0.32499 0.06641 0.39139
6.82000 0.58958 -0.93756 -0.19786 0.79284 0.33388 0.05782 0.39169
6.83000 0.58757 -0.92959 -0.20359 0.80195 0.34228 0.04972 0.39200
6.84000 0.58551 -0.92153 -0.20891 0.81038 0.35018 0.04214 0.39232
6.85000 0.58340 -0.91339 -0.21384 0.81812 0.35753 0.03511 0.39264
6.86000 0.58124 -0.90517 -0.21835 0.82519 0.36431 0.02867 0.39297
6.87000 0.57903 -0.89689 -0.22244 0.83156 0.37048 0.02282 0.39331
6.88000 0.57679 -0.88854 -0.22610 0.83723 0.37604 0.01760 0.39365
6.89000 0.57451 -0.88014 -0.22933 0.84221 0.38096 0.01303 0.39399
6.90000 0.57220 -0.87170 -0.23213 0.84649 0.38521 0.00913 0.39434
6.91000 0.56987 -0.86322 -0.23447 0.85006 0.38879 0.00590 0.39469
6.92000 0.56752 -0.85470 -0.23636 0.85293 0.39168 0.00337 0.39504
6.93000 0.56515 -0.84616 -0.23780 0.85509 0.39386 0.00154 0.39540
6.94000 0.56276 -0.83760 -0.23877 0.85655 0.39534 0.00041 0.39576
6.95000 0.56037 -0.82904 -0.23928 0.85730 0.39611 0.00000 0.39611
6.96000 0.55798 -0.82046 -0.23932 0.85736 0.39617 0.00030 0.39647
6.97000 0.55559 -0.81189 -0.23888 0.85671 0.39551 0.00131 0.39682
6.98000 0.55321 -0.80333 -0.23797 0.85538 0.39415 0.00303 0.39718
6.99000 0.55083 -0.79479 -0.23657 0.85335 0.39208 0.00544 0.39753
7.00000 0.54848 -0.78627 -0.23469 0.85064 0.38933 0.00854 0.39787
7.01000 0.54614 -0.77778 -0.23233 0.84725 0.38590 0.01231 0.39822
7.02000 0.54383 -0.76933 -0.22947 0.84319 0.38181 0.01674 0.39855
7.03000 0.54155 -0.76092 -0.22613 0.83846 0.37708 0.02181 0.39888
7.04000 0.53931 -0.75256 -0.22230 0.83308 0.37172 0.02749 0.39921
7.05000 0.53711 -0.74426 -0.21798 0.82705 0.36577 0.03376 0.39953
7.06000 0.53496 -0.73602 -0.21318 0.82039 0.35924 0.04060 0.39984
7.07000 0.53285 -0.72786 -0.20788 0.81310 0.35217 0.04797 0.40014
7.08000 0.53080 -0.71976 -0.20209 0.80520 0.34459 0.05584 0.40043
7.09000 0.52881 -0.71175 -0.19582 0.79669 0.33653 0.06419 0.40072
7.10000 0.52689 -0.70383 -0.18906 0.78760 0.32803 0.07297 0.40099
7.11000 0.52503 -0.69601 -0.18182 0.77793 0.31912 0.08214 0.40126
7.12000 0.52325 -0.68828 -0.17410 0.76770 0.30983 0.09168 0.40151
7.13000 0.52155 -0.68065 -0.16591 0.75692 0.30022 0.10153 0.40176
7.14000 0.51994 -0.67314 -0.15724 0.74560 0.29033 0.11166 0.40199
7.15000 0.51841 -0.66574 -0.14811 0.73378 0.28018 0.12202 0.40221
7.16000 0.51698 -0.65847 -0.13851 0.72145 0.26984 0.13258 0.40242
7.17000 0.51564 -0.65132 -0.12845 0.70864 0.25934 0.14327 0.40261
7.18000 0.51441 -0.64430 -0.11795 0.69537 0.24873 0.15407 0.40280
7.19000 0.51328 -0.63741 -0.10699 0.68165 0.23805 0.16492 0.40297
7.20000 0.51227 -0.63067 -0.09560 0.66751 0.22735 0.17577 0.40313
7.21000 0.51137 -0.62406 -0.08378 0.65296 0.21669 0.18659 0.40328
7.22000 0.51060 -0.61761 -0.07154 0.63801 0.20609 0.19732 0.40341
7.23000 0.50995 -0.61131 -0.05888 0.62270 0.19561 0.20792 0.40353
7.24000 0.50942 -0.60516 -0.04582 0.60704 0.18530 0.21834 0.40365
7.25000 0.50903 -0.59917 -0.03236 0.59106 0.17520 0.22855 0.40374
7.26000 0.50878 -0.59334 -0.01852 0.57476 0.16535 0.23849 0.40383
7.27000 0.50866 -0.58767 -0.00430 0.55818 0.15579 0.24812 0.40391
7.28000 0.50869 -0.58218 0.01028 0.54134 0.14658 0.25740 0.40398
7.29000 0.50887 -0.57685 0.02521 0.52426 0.13774 0.26629 0.40403
7.30000 0.50920 -0.57169 0.04047 0.50695 0.12932 0.27476 0.40408
7.31000 0.50968 -0.56671 0.05606 0.48944 0.12135 0.28277 0.40412
7.32000 0.51032 -0.56190 0.07197 0.47176 0.11387 0.29027 0.40414
7.33000 0.51112 -0.55727 0.08817 0.45393 0.10691 0.29725 0.40416
7.34000 0.51209 -0.55283 0.10465 0.43596 0.10050 0.30367 0.40417
7.35000 0.51322 -0.54856 0.12139 0.41788 0.09468 0.30950 0.40418
7.36000 0.51452 -0.54447 0.13839 0.39971 0.08946 0.31472 0.40418
7.37000 0.51599 -0.54056 0.15562 0.38147 0.08487 0.31930 0.40417
7.38000 0.51763 -0.53684 0.17307 0.36319 0.08093 0.32323 0.40416
7.39000 0.51945 -0.53330 0.19072 0.34489 0.07766 0.32648 0.40414
7.40000 0.52144 -0.52994 0.20855 0.32659 0.07508 0.32905 0.40412
7.41000 0.52362 -0.52677 0.22654 0.30830 0.07319 0.33092 0.40410
7.42000 0.52598 -0.52378 0.24468 0.29006 0.07200 0.33208 0.40408
7.43000 0.52851 -0.52097 0.26294 0.27187 0.07153 0.33253 0.40405
7.44000 0.53124 -0.51834 0.28131 0.25377 0.07177 0.33226 0.40403
7.45000 0.53414 -0.51589 0.29976 0.23576 0.07272 0.33128 0.40400
7.46000 0.53723 -0.51362 0.31827 0.21788 0.07438 0.32960 0.40398
7.47000 0.54051 -0.51153 0.33683 0.20014 0.07676 0.32721 0.40396
7.48000 0.54397 -0.50962 0.35541 0.18256 0.07982 0.32412 0.40394
7.49000 0.54761 -0.50788 0.37399 0.16515 0.08357 0.32036 0.40393
7.50000 0.55145 -0.50631 0.39255 0.14794 0.08799 0.31593 0.40392
7.51000 0.55547 -0.50492 0.41107 0.13094 0.09306 0.31086 0.40392
7.52000 0.55967 -0.50369 0.42952 0.11416 0.09876 0.30516 0.40392
7.53000 0.56406 -0.50263 0.44788 0.09764 0.10506 0.29887 0.40393
7.54000 0.56863 -0.50174 0.46613 0.08137 0.11195 0.29200 0.40395
7.55000 0.57338 -0.50101 0.48425 0.06538 0.11939 0.28459 0.40398
7.56000 0.57831 -0.50043 0.50222 0.04968 0.12735 0.27667 0.40401
7.57000 0.58342 -0.50001 0.52001 0.03429 0.13579 0.26827 0.40406
7.58000 0.58871 -0.49974 0.53759 0.01922 0.14469 0.25942 0.40411
7.59000 0.59417 -0.49962 0.55496 0.00448 0.15400 0.25018 0.40418
7.60000 0.59981 -0.49965 0.57208 -0.00992 0.16369 0.24056 0.40425
7.61000 0.60561 -0.49982 0.58893 -0.02396 0.17371 0.23063 0.40434
7.62000 0.61158 -0.50013 0.60550 -0.03763 0.18402 0.22041 0.40444
7.63000 0.61772 -0.50057 0.62175 -0.05092 0.19458 0.20996 0.40455
7.64000 0.62402 -0.50115 0.63767 -0.06382 0.20535 0.19932 0.40467
7.65000 0.63047 -0.50185 0.65324 -0.07632 0.21627 0.18853 0.40480
7.66000 0.63708 -0.50267 0.66843 -0.08842 0.22731 0.17764 0.40495
7.67000 0.64384 -0.50361 0.68323 -0.10009 0.23841 0.16670 0.40511
7.68000 0.65074 -0.50467 0.69761 -0.11134 0.24953 0.15576 0.40528
7.69000 0.65779 -0.50584 0.71156 -0.12216 0.26062 0.14485 0.40547
7.70000 0.66497 -0.50711 0.72505 -0.13253 0.27163 0.13404 0.40567
7.71000 0.67229 -0.50849 0.73807 -0.14246 0.28252 0.12336 0.40588
7.72000 0.67973 -0.50996 0.75060 -0.15194 0.29324 0.11286 0.40610
7.73000 0.68730 -0.51152 0.76261 -0.16095 0.30374 0.10259 0.40634
7.74000 0.69498 -0.51317 0.77411 -0.16951 0.31399 0.09260 0.40658
7.75000 0.70278 -0.51491 0.78505 -0.17759 0.32392 0.08292 0.40684
7.76000 0.71068 -0.51672 0.79544 -0.18520 0.33351 0.07360 0.40711
7.77000 0.71868 -0.51861 0.80525 -0.19234 0.34271 0.06468 0.40739
7.78000 0.72678 -0.52057 0.81448 -0.19899 0.35149 0.05620 0.40769
7.79000 0.73497 -0.52259 0.82310 -0.20516 0.35979 0.04820 0.40799
7.80000 0.74324 -0.52467 0.83110 -0.21085 0.36759 0.04071 0.40830
7.81000 0.75159 -0.52680 0.83847 -0.21606 0.37486 0.03376 0.40862
7.82000 0.76001 -0.52899 0.84520 -0.22077 0.38155 0.02740 0.40895
7.83000 0.76849 -0.53122 0.85127 -0.22500 0.38765 0.02164 0.40928
7.84000 0.77703 -0.53349 0.85668 -0.22874 0.39312 0.01651 0.40963
7.85000 0.78562 -0.53579 0.86142 -0.23200 0.39793 0.01204 0.40997
7.86000 0.79425 -0.53812 0.86548 -0.23476 0.40208 0.00825 0.41033
7.87000 0.80292 -0.54048 0.86884 -0.23704 0.40553 0.00516 0.41069
7.88000 0.81163 -0.54286 0.87150 -0.23883 0.40828 0.00278 0.41105
7.89000 0.82035 -0.54526 0.87346 -0.24014 0.41030 0.00112 0.41142
7.90000 0.82909 -0.54766 0.87471 -0.24097 0.41159 0.00020 0.41179
7.91000 0.83784 -0.55007 0.87524 -0.24132 0.41214 0.00003 0.41216
7.92000 0.84659 -0.55249 0.87505 -0.24120 0.41194 0.00060 0.41254
7.93000 0.85534 -0.55489 0.87413 -0.24060 0.41100 0.00191 0.41291
7.94000 0.86407 -0.55730 0.87249 -0.23953 0.40931 0.00398 0.41329
7.95000 0.87278 -0.55968 0.87012 -0.23801 0.40688 0.00678 0.41366
7.96000 0.88147 -0.56205 0.86702 -0.23602 0.40372 0.01031 0.41403
7.97000 0.89012 -0.56440 0.86319 -0.23358 0.39983 0.01457 0.41440
7.98000 0.89873 -0.56672 0.85863 -0.23069 0.39523 0.01953 0.41476
7.99000 0.90729 -0.56901 0.85335 -0.22735 0.38995 0.02518 0.41512
8.00000 0.91579 -0.57127 0.84734 -0.22358 0.38398 0.03149 0.41548
8.01000 0.92423 -0.57348 0.84060 -0.21938 0.37737 0.03846 0.41583
8.02000 0.93260 -0.57565 0.83315 -0.21476 0.37013 0.04604 0.41617
8.03000 0.94089 -0.57778 0.82499 -0.20972 0.36229 0.05422 0.41651
8.04000 0.94910 -0.57985 0.81611 -0.20427 0.35388 0.06295 0.41684
8.05000 0.95721 -0.58186 0.80654 -0.19842 0.34494 0.07222 0.41716
8.06000 0.96523 -0.58381 0.79627 -0.19218 0.33549 0.08198 0.41747
8.07000 0.97313 -0.58570 0.78531 -0.18555 0.32557 0.09220 0.41777
8.08000 0.98093 -0.58752 0.77368 -0.17855 0.31523 0.10284 0.41807
8.09000 0.98860 -0.58927 0.76137 -0.17118 0.30449 0.11386 0.41835
8.10000 0.99615 -0.59094 0.74841 -0.16345 0.29342 0.12521 0.41863
8.11000 1.00357 -0.59254 0.73480 -0.15538 0.28204 0.13685 0.41889
8.12000 1.01085 -0.59405 0.72055 -0.14697 0.27040 0.14874 0.41914
8.13000 1.01798 -0.59547 0.70568 -0.13823 0.25855 0.16083 0.41938
8.14000 1.02496 -0.59681 0.69020 -0.12917 0.24653 0.17308 0.41961
8.15000 1.03178 -0.59806 0.67412 -0.11981 0.23440 0.18543 0.41983
8.16000 1.03844 -0.59921 0.65746 -0.11015 0.22220 0.19784 0.42003
8.17000 1.04492 -0.60026 0.64023 -0.10021 0.20997 0.21025 0.42023
8.18000 1.05124 -0.60121 0.62245 -0.09000 0.19777 0.22263 0.42041
8.19000 1.05737 -0.60206 0.60414 -0.07952 0.18565 0.23492 0.42058
8.20000 1.06332 -0.60280 0.58530 -0.06879 0.17365 0.24708 0.42073
8.21000 1.06907 -0.60343 0.56596 -0.05783 0.16183 0.25905 0.42088
8.22000 1.07463 -0.60395 0.54614 -0.04664 0.15022 0.27079 0.42102
8.23000 1.07999 -0.60436 0.52585 -0.03524 0.13888 0.28226 0.42114
8.24000 1.08515 -0.60466 0.50512 -0.02364 0.12785 0.29340 0.42125
8.25000 1.09010 -0.60483 0.48396 -0.01185 0.11718 0.30418 0.42135
8.26000 1.09483 -0.60489 0.46239 0.00012 0.10690 0.31454 0.42145
8.27000 1.09934 -0.60483 0.44044 0.01225 0.09707 0.32446 0.42153
8.28000 1.10363 -0.60465 0.41812 0.02453 0.08771 0.33389 0.42160
8.29000 1.10770 -0.60434 0.39545 0.03694 0.07887 0.34279 0.42166
8.30000 1.11154 -0.60391 0.37247 0.04948 0.07059 0.35113 0.42172
8.31000 1.11515 -0.60335 0.34918 0.06214 0.06289 0.35887 0.42177
8.32000 1.11852 -0.60266 0.32562 0.07488 0.05582 0.36599 0.42181
8.33000 1.12166 -0.60185 0.30180 0.08772 0.04939 0.37245 0.42184
8.34000 1.12456 -0.60091 0.27775 0.10062 0.04364 0.37823 0.42187
8.35000 1.12721 -0.59984 0.25349 0.11358 0.03858 0.38331 0.42189
8.36000 1.12963 -0.59864 0.22905 0.12659 0.03425 0.38766 0.42191
8.37000 1.13179 -0.59731 0.20445 0.13963 0.03065 0.39127 0.42192
8.38000 1.13372 -0.59585 0.17971 0.15269 0.02780 0.39413 0.42193
8.39000 1.13539 -0.59425 0.15486 0.16575 0.02573 0.39621 0.42194
8.40000 1.13681 -0.59253 0.12992 0.17880 0.02442 0.39752 0.42195
8.41000 1.13799 -0.59068 0.10491 0.19183 0.02390 0.39805 0.42195
8.42000 1.13891 -0.58869 0.07987 0.20483 0.02417 0.39779 0.42196
8.43000 1.13958 -0.58658 0.05481 0.21778 0.02522 0.39675 0.42196
8.44000 1.14001 -0.58434 0.02977 0.23068 0.02705 0.39492 0.42197
8.45000 1.14018 -0.58197 0.00476 0.24350 0.02966 0.39232 0.42198
8.46000 1.14010 -0.57947 -0.02019 0.25623 0.03303 0.38896 0.42199
8.47000 1.13978 -0.57684 -0.04506 0.26887 0.03716 0.38485 0.42201
8.48000 1.13920 -0.57409 -0.06981 0.28140 0.04203 0.38000 0.42203
8.49000 1.13838 -0.57122 -0.09443 0.29380 0.04762 0.37444 0.42205
8.50000 1.13731 -0.56822 -0.11889 0.30607 0.05391 0.36818 0.42209
8.51000 1.13600 -0.56510 -0.14316 0.31820 0.06087 0.36125 0.42212
8.52000 1.13445 -0.56185 -0.16723 0.33017 0.06849 0.35368 0.42217
8.53000 1.13266 -0.55849 -0.19106 0.34198 0.07673 0.34550 0.42222
8.54000 1.13063 -0.55502 -0.21464 0.35360 0.08555 0.33673 0.42228
8.55000 1.12837 -0.55142 -0.23793 0.36504 0.09493 0.32742 0.42235
8.56000 1.12587 -0.54772 -0.26093 0.37627 0.10483 0.31760 0.42243
8.57000 1.12315 -0.54390 -0.28359 0.38730 0.11521 0.30731 0.42252
8.58000 1.12020 -0.53997 -0.30590 0.39811 0.12603 0.29659 0.42262
8.59000 1.11704 -0.53594 -0.32784 0.40868 0.13725 0.28548 0.42274
8.60000 1.11365 -0.53180 -0.34939 0.41902 0.14882 0.27403 0.42286
8.61000 1.11005 -0.52756 -0.37051 0.42911 0.16071 0.26229 0.42299
8.62000 1.10624 -0.52322 -0.39120 0.43894 0.17285 0.25029 0.42314
8.63000 1.10223 -0.51878 -0.41142 0.44850 0.18521 0.23808 0.42329
8.64000 1.09802 -0.51425 -0.43117 0.45779 0.19774 0.22572 0.42346
8.65000 1.09361 -0.50963 -0.45041 0.46681 0.21039 0.21326 0.42364
8.66000 1.08901 -0.50491 -0.46913 0.47553 0.22310 0.20073 0.42384
8.67000 1.08423 -0.50012 -0.48731 0.48396 0.23584 0.18820 0.42405
8.68000 1.07927 -0.49524 -0.50492 0.49208 0.24855 0.17572 0.42426
8.69000 1.07413 -0.49028 -0.52196 0.49990 0.26117 0.16332 0.42450
8.70000 1.06883 -0.48524 -0.53840 0.50741 0.27367 0.15107 0.42474
8.71000 1.06337 -0.48013 -0.55423 0.51459 0.28599 0.13901 0.42499
8.72000 1.05775 -0.47495 -0.56943 0.52145 0.29808 0.12718 0.42526
8.73000 1.05198 -0.46970 -0.58398 0.52799 0.30990 0.11564 0.42554
8.74000 1.04607 -0.46439 -0.59786 0.53419 0.32140 0.10443 0.42583
8.75000 1.04003 -0.45902 -0.61107 0.54005 0.33253 0.09360 0.42613
8.76000 1.03385 -0.45359 -0.62359 0.54558 0.34326 0.08318 0.42644
8.77000 1.02756 -0.44811 -0.63540 0.55076 0.35353 0.07323 0.42676
8.78000 1.02115 -0.44258 -0.64649 0.55560 0.36332 0.06377 0.42709
8.79000 1.01463 -0.43700 -0.65686 0.56009 0.37258 0.05485 0.42743
8.80000 1.00802 -0.43138 -0.66647 0.56423 0.38127 0.04651 0.42778
8.81000 1.00131 -0.42572 -0.67534 0.56802 0.38937 0.03876 0.42813
8.82000 0.99451 -0.42002 -0.68344 0.57147 0.39684 0.03166 0.42849
8.83000 0.98764 -0.41429 -0.69077 0.57456 0.40365 0.02522 0.42886
8.84000 0.98070 -0.40853 -0.69732 0.57731 0.40977 0.01946 0.42924
8.85000 0.97370 -0.40275 -0.70308 0.57971 0.41519 0.01442 0.42962
8.86000 0.96664 -0.39694 -0.70805 0.58176 0.41989 0.01011 0.43000
8.87000 0.95954 -0.39111 -0.71221 0.58347 0.42384 0.00655 0.43039
8.88000 0.95240 -0.38527 -0.71556 0.58484 0.42703 0.00375 0.43078
8.89000 0.94524 -0.37942 -0.71809 0.58586 0.42945 0.00172 0.43117
8.90000 0.93805 -0.37355 -0.71982 0.58656 0.43109 0.00047 0.43156
8.91000 0.93084 -0.36769 -0.72072 0.58691 0.43195 0.00000 0.43195
8.92000 0.92364 -0.36182 -0.72079 0.58694 0.43202 0.00032 0.43235
8.93000 0.91643 -0.35595 -0.72005 0.58665 0.43131 0.00142 0.43274
8.94000 0.90924 -0.35009 -0.71847 0.58604 0.42982 0.00330 0.43312
8.95000 0.90207 -0.34423 -0.71608 0.58512 0.42756 0.00595 0.43351
8.96000 0.89492 -0.33839 -0.71285 0.58389 0.42454 0.00935 0.43389
8.97000 0.88781 -0.33255 -0.70881 0.58236 0.42078 0.01349 0.43427
8.98000 0.88075 -0.32674 -0.70395 0.58054 0.41628 0.01836 0.43464
8.99000 0.87374 -0.32095 -0.69826 0.57843 0.41108 0.02393 0.43501
9.00000 0.86679 -0.31517 -0.69177 0.57604 0.40519 0.03018 0.43536
9.01000 0.85991 -0.30943 -0.68447 0.57339 0.39864 0.03708 0.43572
9.02000 0.85310 -0.30371 -0.67637 0.57047 0.39146 0.04460 0.43606
9.03000 0.84638 -0.29802 -0.66747 0.56731 0.38367 0.05272 0.43639
9.04000 0.83976 -0.29236 -0.65778 0.56390 0.37533 0.06139 0.43672
